上市公司代码_Comcd,最新公司全称_Lcomnm,截止日期_Enddt,报表类型_Reporttype,每股净资产(元/股)_NAPS,净资产收益率(摊薄)(%)_ROE,资产报酬率(%)_ROAEBIT,投入资本回报率(%)_ROIC,成本费用利润率(%)_Totprfcostrt,营业利润率(%)_Opeprfrt
C002612,朗姿股份有限公司,43281,Q2,6.8078,4.1005,2.9588,4.3797,10.9093,10.8746
C002612,朗姿股份有限公司,43373,Q3,7.0243,6.572,5.1945,7.5835,13.1496,12.8165
C002612,朗姿股份有限公司,43465,Q4,6.949,7.5713,5.6152,7.6349,8.9009,9.0004
C002612,朗姿股份有限公司,43555,Q1,7.0658,1.867,1.4473,1.7541,10.4293,9.6685
C300003,乐普(北京)医疗器械股份有限公司,40999,Q1,2.9,6.1901,6.4484,5.9271,143.7118,57.6808
C300003,乐普(北京)医疗器械股份有限公司,41090,Q2,3.01,9.7,10.471,9.3506,122.7574,54.0037
C300003,乐普(北京)医疗器械股份有限公司,41182,Q3,3.12,12.8533,14.1449,12.6188,105.0793,50.2881
C300003,乐普(北京)医疗器械股份有限公司,41274,Q4,3.22,15.44,17.393,15.3269,89.8465,45.9153
C300003,乐普(北京)医疗器械股份有限公司,41364,Q1,3.3292,3.4377,3.7189,3.2971,60.9258,36.8547
C300003,乐普(北京)医疗器械股份有限公司,41455,Q2,3.2665,7.0699,7.4986,6.7468,58.2479,35.8902
C300003,乐普(北京)医疗器械股份有限公司,41547,Q3,3.3748,10.0248,10.822,9.899,54.3716,34.0173
C300003,乐普(北京)医疗器械股份有限公司,41639,Q4,3.4822,12.79,14.0551,12.8937,50.582,32.3011
C300003,乐普(北京)医疗器械股份有限公司,41729,Q1,3.5979,3.2016,3.4631,3.1991,46.6146,31.139
C300003,乐普(北京)医疗器械股份有限公司,41820,Q2,3.6121,7.1889,8.012,7.4452,50.7647,32.559
C300003,乐普(北京)医疗器械股份有限公司,41912,Q3,3.7423,10.4798,11.961,11.1697,49.7455,32.1527
C300003,乐普(北京)医疗器械股份有限公司,42004,Q4,3.8702,13.4665,15.1096,14.2798,47.9363,30.9752
C300003,乐普(北京)医疗器械股份有限公司,42094,Q1,4.0264,3.9287,3.9904,4.1149,37.8731,26.588
C300003,乐普(北京)医疗器械股份有限公司,42185,Q2,4.0834,8.687,8.5125,9.2499,39.8895,26.8617
C300003,乐普(北京)医疗器械股份有限公司,42277,Q3,4.2467,12.0528,11.1268,12.8384,38.5171,26.5408
C300003,乐普(北京)医疗器械股份有限公司,42369,Q4,5.9198,10.8363,12.7464,13.7757,34.26,24.7059
C300003,乐普(北京)医疗器械股份有限公司,42460,Q1,5.0529,4.015,3.1915,3.6993,39.8842,27.413
C300003,乐普(北京)医疗器械股份有限公司,42551,Q2,2.5506,8.4877,6.714,7.2223,41.2927,28.3058
C300003,乐普(北京)医疗器械股份有限公司,42643,Q3,2.7039,11.5288,9.2717,10.3938,39.4149,27.3362
C300003,乐普(北京)医疗器械股份有限公司,42735,Q4,3.1742,12.2733,11.0454,12.0606,35.2694,24.9215
C300003,乐普(北京)医疗器械股份有限公司,42825,Q1,3.2317,4.0289,3.3031,3.6003,42.6657,28.9003
C300003,乐普(北京)医疗器械股份有限公司,42916,Q2,3.2798,8.4766,6.9561,7.608,43.734,29.6019
C300003,乐普(北京)医疗器械股份有限公司,43008,Q3,3.4536,11.9979,10.1485,10.5485,42.2761,28.0652
C300003,乐普(北京)医疗器械股份有限公司,43100,Q4,3.6088,13.9834,11.4737,11.8594,36.57,25.4694
C300003,乐普(北京)医疗器械股份有限公司,43190,Q1,3.4662,4.9094,3.4858,3.5484,39.4705,27.6331
C300003,乐普(北京)医疗器械股份有限公司,43281,Q2,3.5451,12.8209,8.1142,8.3852,48.5538,32.8018
C300003,乐普(北京)医疗器械股份有限公司,43373,Q3,3.8107,16.8416,10.8495,11.5573,45.5017,28.8955
C300003,乐普(北京)医疗器械股份有限公司,43465,Q4,3.5706,19.1569,12.1959,12.7071,33.8418,22.6931
C300003,乐普(北京)医疗器械股份有限公司,43555,Q1,3.8436,8.5103,5.0078,5.1644,56.49,36.485
C300005,探路者控股集团股份有限公司,40999,Q1,2.43,6.2531,5.9025,6.372,32.4071,24.3199
C300005,探路者控股集团股份有限公司,41090,Q2,1.88,9.01,10.1569,9.1693,28.0607,22.1669
C300005,探路者控股集团股份有限公司,41182,Q3,1.9999,11.5327,12.0403,12.0713,22.4813,18.4168
C300005,探路者控股集团股份有限公司,41274,Q4,2.27,21.06,19.7566,23.3697,22.2416,17.4533
C300005,探路者控股集团股份有限公司,41364,Q1,2.46,6.8042,6.111,6.8628,34.6984,24.7988
C300005,探路者控股集团股份有限公司,41455,Q2,2.0321,11.2349,10.464,11.1603,28.6644,21.3021
C300005,探路者控股集团股份有限公司,41547,Q3,2.1624,15.4346,13.0641,15.0063,24.2366,18.7213
C300005,探路者控股集团股份有限公司,41639,Q4,2.4324,24.0656,21.1467,25.4208,25.117,18.505
C300005,探路者控股集团股份有限公司,41729,Q1,2.6211,6.9714,5.999,6.8827,39.825,27.5126
C300005,探路者控股集团股份有限公司,41820,Q2,2.0781,11.5623,9.4141,10.4717,29.4941,21.2491
C300005,探路者控股集团股份有限公司,41912,Q3,2.2324,15.5893,12.2851,14.7705,25.5997,19.4193
C300005,探路者控股集团股份有限公司,42004,Q4,2.4325,23.5826,19.7141,23.8858,25.0115,18.9095
C300005,探路者控股集团股份有限公司,42094,Q1,2.6181,7.0182,6.1166,7.0265,41.1048,29.3626
C300005,探路者控股集团股份有限公司,42185,Q2,2.4933,9.6875,8.8076,8.6111,33.4572,24.3244
C300005,探路者控股集团股份有限公司,42277,Q3,2.5224,11.3043,9.0977,9.4389,11.2692,9.4315
C300005,探路者控股集团股份有限公司,42369,Q4,2.7621,18.5548,13.1112,16.825,8.4377,7.2133
C300005,探路者控股集团股份有限公司,42460,Q1,2.8552,4.8926,2.9404,3.6645,17.1931,14.2282
C300005,探路者控股集团股份有限公司,42551,Q2,4.6262,3.4341,3.264,3.4023,9.8802,7.3368
C300005,探路者控股集团股份有限公司,42643,Q3,4.6142,3.66,3.3201,3.356,6.3626,4.8335
C300005,探路者控股集团股份有限公司,42735,Q4,4.6624,5.9777,4.0552,4.774,4.913,3.4608
C300005,探路者控股集团股份有限公司,42825,Q1,4.7394,1.7829,1.4966,1.7024,10.0331,8.8339
C300005,探路者控股集团股份有限公司,42916,Q2,3.0598,2.8972,2.1858,2.421,6.8857,4.7807
C300005,探路者控股集团股份有限公司,43008,Q3,3.0406,2.9972,2.0892,2.3425,4.4404,4.2838
C300005,探路者控股集团股份有限公司,43100,Q4,2.8605,-3.3282,-3.2944,-5.0378,-3.3621,-4.972
C300005,探路者控股集团股份有限公司,43190,Q1,2.8783,0.8648,0.4825,0.5149,4.9977,4.7463
C300005,探路者控股集团股份有限公司,43281,Q2,2.8632,0.9452,0.5503,0.5233,3.3135,3.006
C300005,探路者控股集团股份有限公司,43373,Q3,2.8436,0.9983,0.3246,0.2773,2.5972,2.307
C300005,探路者控股集团股份有限公司,43465,Q4,2.6205,-7.789,-7.9224,-10.6268,-11.0532,-10.2547
C300005,探路者控股集团股份有限公司,43555,Q1,2.6541,1.7111,1.6431,1.6928,17.0421,14.4262
C300011,北京鼎汉技术集团股份有限公司,40999,Q1,7.16,-0.1608,-0.2465,-0.2695,-5.5329,-2.3223
C300011,北京鼎汉技术集团股份有限公司,41090,Q2,4.5993,-0.2184,-0.4309,-0.7621,-1.3148,0.1989
C300011,北京鼎汉技术集团股份有限公司,41182,Q3,4.63,0.3575,-0.0697,-0.0571,1.4987,-1.016
C300011,北京鼎汉技术集团股份有限公司,41274,Q4,4.69,1.6547,1.1126,0.9126,5.6823,2.8522
C300011,北京鼎汉技术集团股份有限公司,41364,Q1,3.1326,0.74,0.7862,0.6995,10.1006,9.224
C300011,北京鼎汉技术集团股份有限公司,41455,Q2,3.2009,2.579,2.4674,2.4384,14.8134,12.9056
C300011,北京鼎汉技术集团股份有限公司,41547,Q3,3.2647,4.5762,4.6574,4.4802,16.7284,14.0719
C300011,北京鼎汉技术集团股份有限公司,41639,Q4,3.3684,7.3122,7.3191,7.1285,17.4964,13.2838
C300011,北京鼎汉技术集团股份有限公司,41729,Q1,3.448,1.3396,1.463,1.2997,13.6454,11.4309
C300011,北京鼎汉技术集团股份有限公司,41820,Q2,1.937,3.7304,3.7823,3.5224,16.5598,13.1958
C300011,北京鼎汉技术集团股份有限公司,41912,Q3,3.286,4.3299,6.2702,5.9473,23.9879,17.1133
C300011,北京鼎汉技术集团股份有限公司,42004,Q4,3.4801,9.5999,13.3965,13.3063,34.0392,23.2057
C300011,北京鼎汉技术集团股份有限公司,42094,Q1,3.5435,1.6399,1.4878,1.5229,28.1131,20.7963
C300011,北京鼎汉技术集团股份有限公司,42185,Q2,3.606,4.9565,4.5493,4.7506,31.2533,22.7692
C300011,北京鼎汉技术集团股份有限公司,42277,Q3,3.7056,7.4537,6.8788,7.0785,29.2273,21.4392
C300011,北京鼎汉技术集团股份有限公司,42369,Q4,3.9296,12.6918,12.206,13.2892,32.5526,21.0776
C300011,北京鼎汉技术集团股份有限公司,42460,Q1,3.9235,-0.1977,0.1354,0.1781,-2.3884,-3.5155
C300011,北京鼎汉技术集团股份有限公司,42551,Q2,3.8898,0.3902,0.8933,0.6737,3.5299,-4.5972
C300011,北京鼎汉技术集团股份有限公司,42643,Q3,4.0041,2.935,2.7956,3.2669,10.6085,1.5096
C300011,北京鼎汉技术集团股份有限公司,42735,Q4,4.077,5.1385,4.4352,5.3949,12.5343,2.6483
C300011,北京鼎汉技术集团股份有限公司,42825,Q1,4.0801,0.1865,0.3664,0.4247,2.5022,1.8995
C300011,北京鼎汉技术集团股份有限公司,42916,Q2,4.0693,0.3921,0.7519,0.7129,2.4605,2.1713
C300011,北京鼎汉技术集团股份有限公司,43008,Q3,4.6204,0.7976,1.7269,1.7108,4.8703,4.6268
C300011,北京鼎汉技术集团股份有限公司,43100,Q4,4.4472,2.9677,4.1046,3.979,9.1219,8.7865
C300011,北京鼎汉技术集团股份有限公司,43190,Q1,4.4431,-0.0782,0.4242,-0.3151,1.2358,1.5654
C300011,北京鼎汉技术集团股份有限公司,43281,Q2,4.4976,1.1405,1.442,1.3848,6.2157,6.3685
C300011,北京鼎汉技术集团股份有限公司,43373,Q3,4.4909,1.2453,1.9797,1.9562,4.5337,4.2936
C300011,北京鼎汉技术集团股份有限公司,43465,Q4,3.395,-30.4049,-13.2322,-18.3917,-41.8094,-41.7936
C300011,北京鼎汉技术集团股份有限公司,43555,Q1,3.4027,0.3915,0.7274,0.7624,2.7617,1.7761
C300016,北京北陆药业股份有限公司,40999,Q1,3.29,2.1779,2.3114,2.1132,29.9613,19.182
C300016,北京北陆药业股份有限公司,41090,Q2,3.22,6.1237,6.3586,5.7938,38.6688,25.8263
C300016,北京北陆药业股份有限公司,41182,Q3,3.32,9.1596,9.7902,8.9245,37.3655,25.6878
C300016,北京北陆药业股份有限公司,41274,Q4,3.43,12.0312,12.2755,11.2152,38.0842,26.3755
C300016,北京北陆药业股份有限公司,41364,Q1,3.5191,2.5274,2.3899,2.2938,31.3624,22.9374
C300016,北京北陆药业股份有限公司,41455,Q2,1.7223,6.2234,6.0188,5.7962,33.466,25.2755
C300016,北京北陆药业股份有限公司,41547,Q3,1.775,9.025,9.0423,8.6767,32.2597,24.2979
C300016,北京北陆药业股份有限公司,41639,Q4,1.831,11.7937,12.0725,11.2328,31.6962,23.7037
C300016,北京北陆药业股份有限公司,41729,Q1,1.9237,2.6469,2.6793,2.5598,31.567,22.2974
C300016,北京北陆药业股份有限公司,41820,Q2,1.9147,6.9619,7.2136,6.812,36.7796,25.6261
C300016,北京北陆药业股份有限公司,41912,Q3,1.9858,9.8531,10.1933,9.584,33.4202,23.7162
C300016,北京北陆药业股份有限公司,42004,Q4,2.0021,13.9231,14.1859,14.3599,35.5202,25.2596
C300016,北京北陆药业股份有限公司,42094,Q1,2.0707,3.1697,2.883,3.3293,30.0992,22.4684
C300016,北京北陆药业股份有限公司,42185,Q2,2.1561,8.2777,7.3674,8.5137,34.2792,24.6058
C300016,北京北陆药业股份有限公司,42277,Q3,2.2326,11.2934,10.3312,11.7751,33.1175,24.0787
C300016,北京北陆药业股份有限公司,42369,Q4,2.6963,3.6558,5.0766,3.9826,12.713,9.0855
C300016,北京北陆药业股份有限公司,42460,Q1,2.7584,2.2502,2.3155,2.2987,27.8421,20.6316
C300016,北京北陆药业股份有限公司,42551,Q2,2.8838,6.0308,6.1217,5.9285,32.5381,23.4575
C300016,北京北陆药业股份有限公司,42643,Q3,2.9611,8.483,9.0275,8.4729,31.1396,22.8364
C300016,北京北陆药业股份有限公司,42735,Q4,2.766,1.8165,2.1364,1.6399,5.5718,3.4528
C300016,北京北陆药业股份有限公司,42825,Q1,2.8063,2.8877,3.1441,2.8878,36.7221,24.4211
C300016,北京北陆药业股份有限公司,42916,Q2,2.9415,7.5045,8.2475,7.6836,42.7451,28.9449
C300016,北京北陆药业股份有限公司,43008,Q3,3.1208,10.1763,11.6671,10.7342,40.9601,28.294
C300016,北京北陆药业股份有限公司,43100,Q4,3.2799,11.1123,13.3273,11.9903,35.6857,27.1768
C300016,北京北陆药业股份有限公司,43190,Q1,3.3681,2.6188,2.8772,2.6312,38.4512,28.0434
C300016,北京北陆药业股份有限公司,43281,Q2,3.5012,7.4202,8.3709,7.5491,46.833,32.4327
C300016,北京北陆药业股份有限公司,43373,Q3,2.4193,10.679,12.0834,11.0452,49.1061,32.1099
C300016,北京北陆药业股份有限公司,43465,Q4,2.4659,12.2543,13.3771,12.8045,38.8616,27.424
C300016,北京北陆药业股份有限公司,43555,Q1,2.5488,3.2548,3.5974,3.2874,40.7564,27.5709
C300034,北京钢研高纳科技股份有限公司,40999,Q1,4.3417,2.1286,1.4661,1.3418,27.2282,20.8169
C300034,北京钢研高纳科技股份有限公司,41090,Q2,4.3376,3.88,3.299,3.0517,23.7159,18.8922
C300034,北京钢研高纳科技股份有限公司,41182,Q3,4.4168,5.6058,4.8164,4.4929,22.233,17.9414
C300034,北京钢研高纳科技股份有限公司,41274,Q4,4.5,7.3849,6.322,5.9869,21.7318,17.6271
C300034,北京钢研高纳科技股份有限公司,41364,Q1,4.5875,1.8581,1.5945,1.5546,24.1278,19.1975
C300034,北京钢研高纳科技股份有限公司,41455,Q2,4.5081,3.6782,3.2196,3.0532,22.2977,18.0754
C300034,北京钢研高纳科技股份有限公司,41547,Q3,4.6301,6.2167,5.2707,5.0619,23.6162,18.1168
C300034,北京钢研高纳科技股份有限公司,41639,Q4,4.7854,8.5422,7.2454,7.7709,23.5524,17.6183
C300034,北京钢研高纳科技股份有限公司,41729,Q1,4.876,1.8573,1.645,1.793,22.9959,17.6638
C300034,北京钢研高纳科技股份有限公司,41820,Q2,3.2095,3.9224,3.426,3.6964,21.3809,16.9176
C300034,北京钢研高纳科技股份有限公司,41912,Q3,3.3275,7.3288,6.4884,7.0654,26.2334,17.4549
C300034,北京钢研高纳科技股份有限公司,42004,Q4,3.4528,10.0359,8.8929,9.9177,25.5406,18.1864
C300034,北京钢研高纳科技股份有限公司,42094,Q1,3.5559,1.7908,1.7372,1.8643,25.2566,19.1247
C300034,北京钢研高纳科技股份有限公司,42185,Q2,3.4709,3.7988,3.4601,3.7001,21.7436,17.0363
C300034,北京钢研高纳科技股份有限公司,42277,Q3,3.5488,5.9013,5.4406,5.8406,21.2469,16.8939
C300034,北京钢研高纳科技股份有限公司,42369,Q4,3.7466,10.3538,9.4433,10.7573,25.5057,19.8374
C300034,北京钢研高纳科技股份有限公司,42460,Q1,3.8455,1.6996,1.4914,1.5874,18.3997,14.4618
C300034,北京钢研高纳科技股份有限公司,42551,Q2,2.9605,3.7508,3.4424,3.7389,20.8208,16.0499
C300034,北京钢研高纳科技股份有限公司,42643,Q3,3.0154,5.3674,4.9599,5.4027,20.7504,15.932
C300034,北京钢研高纳科技股份有限公司,42735,Q4,3.0966,7.3838,6.2715,7.4041,18.6392,15.585
C300034,北京钢研高纳科技股份有限公司,42825,Q1,3.162,1.453,1.3146,1.5041,17.6227,10.5021
C300034,北京钢研高纳科技股份有限公司,42916,Q2,3.1486,2.8982,2.5405,2.8698,15.7751,10.8875
C300034,北京钢研高纳科技股份有限公司,43008,Q3,3.1602,3.2169,2.6965,2.9863,11.2745,7.4841
C300034,北京钢研高纳科技股份有限公司,43100,Q4,3.2051,4.3,2.8699,3.611,8.7649,7.7681
C300034,北京钢研高纳科技股份有限公司,43190,Q1,3.2494,1.4853,1.3355,1.5019,18.492,15.3322
C300034,北京钢研高纳科技股份有限公司,43281,Q2,3.2408,3.3869,3.0331,3.4774,20.4061,16.5926
C300034,北京钢研高纳科技股份有限公司,43373,Q3,3.284,4.8676,4.4562,5.0813,19.7725,15.6854
C300034,北京钢研高纳科技股份有限公司,43465,Q4,3.9993,5.9471,6.1075,7.3933,19.5118,15.3007
C300034,北京钢研高纳科技股份有限公司,43555,Q1,4.0711,1.7254,1.7651,2.0937,19.5465,14.8778
C300045,北京华力创通科技股份有限公司,40999,Q1,5.41,1.0312,0.7537,0.7414,13.7797,8.0384
C300045,北京华力创通科技股份有限公司,41090,Q2,2.71,3.4724,2.9698,2.8463,25.4385,17.9281
C300045,北京华力创通科技股份有限公司,41182,Q3,2.72,3.8989,3.0533,2.9188,19.0129,13.5518
C300045,北京华力创通科技股份有限公司,41274,Q4,2.78,6.17,5.5659,5.2713,22.4974,13.8011
C300045,北京华力创通科技股份有限公司,41364,Q1,2.8088,1.0592,0.5446,0.4298,7.2139,-9.0859
C300045,北京华力创通科技股份有限公司,41455,Q2,2.7949,1.3246,0.2494,0.0122,1.6315,-10.5763
C300045,北京华力创通科技股份有限公司,41547,Q3,2.7777,0.5752,-0.9112,-1.2698,-3.0686,-14.63
C300045,北京华力创通科技股份有限公司,41639,Q4,2.8313,1.8908,1.1053,1.5714,2.9423,-13.9427
C300045,北京华力创通科技股份有限公司,41729,Q1,2.822,-0.2205,-0.6681,-0.6604,-5.7164,-9.1963
C300045,北京华力创通科技股份有限公司,41820,Q2,2.8613,0.9137,0.157,0.181,1.5756,-9.9863
C300045,北京华力创通科技股份有限公司,41912,Q3,3.0829,3.1653,1.8977,2.2042,7.861,-1.9313
C300045,北京华力创通科技股份有限公司,42004,Q4,3.0088,5.7061,4.2498,4.9901,11.866,3.4655
C300045,北京华力创通科技股份有限公司,42094,Q1,3.039,0.5706,0.4947,0.4181,8.2837,3.6284
C300045,北京华力创通科技股份有限公司,42185,Q2,1.4995,1.2422,0.7102,0.8999,5.8103,2.1111
C300045,北京华力创通科技股份有限公司,42277,Q3,1.5236,2.4358,1.4247,1.803,7.4426,3.5393
C300045,北京华力创通科技股份有限公司,42369,Q4,1.6095,3.5044,2.5539,2.9834,8.3275,5.12
C300045,北京华力创通科技股份有限公司,42460,Q1,1.6261,0.8531,0.7179,0.682,9.1474,3.0724
C300045,北京华力创通科技股份有限公司,42551,Q2,1.6406,1.566,1.031,1.284,6.8266,0.6594
C300045,北京华力创通科技股份有限公司,42643,Q3,1.6601,2.5649,1.9382,2.3379,8.4533,2.7321
C300045,北京华力创通科技股份有限公司,42735,Q4,1.7967,5.116,4.2145,5.0878,13.3787,4.1771
C300045,北京华力创通科技股份有限公司,42825,Q1,1.877,0.7975,0.7873,0.8228,10.9548,7.1145
C300045,北京华力创通科技股份有限公司,42916,Q2,2.2539,1.548,1.5019,1.6623,11.9726,8.773
C300045,北京华力创通科技股份有限公司,43008,Q3,2.2714,2.1399,2.0604,2.4944,10.2897,6.9729
C300045,北京华力创通科技股份有限公司,43100,Q4,2.3581,5.9849,5.5617,6.4422,18.5242,15.1602
C300045,北京华力创通科技股份有限公司,43190,Q1,2.8373,-0.5102,-0.4008,-0.4064,-12.1805,-13.1949
C300045,北京华力创通科技股份有限公司,43281,Q2,2.8424,0.3689,0.1232,0.3382,1.379,1.3061
C300045,北京华力创通科技股份有限公司,43373,Q3,2.9111,2.6982,2.4534,2.7834,16.4475,12.7923
C300045,北京华力创通科技股份有限公司,43465,Q4,3.0521,6.2855,6.3535,6.7973,25.7495,20.0222
C300045,北京华力创通科技股份有限公司,43555,Q1,3.0588,0.5422,0.5995,0.5463,10.5013,8.7377
C300048,北京合康新能科技股份有限公司,40999,Q1,5.94,1.5002,1.2188,1.2991,24.9129,11.9967
C300048,北京合康新能科技股份有限公司,41090,Q2,4.21,3.9797,3.3923,3.5303,26.1022,15.2418
C300048,北京合康新能科技股份有限公司,41182,Q3,4.31,6.2569,5.4739,5.7471,27.9942,16.8248
C300048,北京合康新能科技股份有限公司,41274,Q4,4.44,9,8.3827,8.4212,28.5214,17.1366
C300048,北京合康新能科技股份有限公司,41364,Q1,4.4965,1.3044,1.1995,1.2431,14.8821,8.8922
C300048,北京合康新能科技股份有限公司,41455,Q2,4.4216,3.0241,2.7461,2.8153,18.5914,11.9202
C300048,北京合康新能科技股份有限公司,41547,Q3,4.4449,3.54,3.3348,3.4745,14.7521,9.22
C300048,北京合康新能科技股份有限公司,41639,Q4,4.4194,2.9756,3.0134,2.7752,10.2089,5.4931
C300048,北京合康新能科技股份有限公司,41729,Q1,4.4522,0.7383,0.7453,0.7596,10.9998,7.1331
C300048,北京合康新能科技股份有限公司,41820,Q2,4.4154,1.0426,1.0443,1.2132,7.4194,2.4901
C300048,北京合康新能科技股份有限公司,41912,Q3,4.4349,1.478,1.5012,1.6577,6.9395,1.9798
C300048,北京合康新能科技股份有限公司,42004,Q4,4.4986,2.8734,3.131,3.2058,10.2564,4.9742
C300048,北京合康新能科技股份有限公司,42094,Q1,4.507,0.186,0.2383,0.2598,2.6799,0.831
C300048,北京合康新能科技股份有限公司,42185,Q2,4.5141,1.4496,1.7496,2.2086,10.9999,7.4234
C300048,北京合康新能科技股份有限公司,42277,Q3,4.5286,1.7653,2.1741,2.7247,9.0107,5.4032
C300048,北京合康新能科技股份有限公司,42369,Q4,6.2863,2.2374,3.0285,3.6095,10.9599,6.3325
C300048,北京合康新能科技股份有限公司,42460,Q1,6.048,2.5203,2.2604,2.7263,34.6024,27.9847
C300048,北京合康新能科技股份有限公司,42551,Q2,3.0453,4.2395,4.6736,5.4399,31.3056,23.961
C300048,北京合康新能科技股份有限公司,42643,Q3,3.1032,5.9037,6.5933,7.6392,26.568,20.3807
C300048,北京合康新能科技股份有限公司,42735,Q4,3.1429,7.2321,6.7814,8.407,21.2803,11.118
C300048,北京合康新能科技股份有限公司,42825,Q1,3.1574,0.4586,0.4772,0.7608,5.7856,-6.9286
C300048,北京合康新能科技股份有限公司,42916,Q2,2.2298,1.7899,1.0935,1.7044,7.9876,6.7583
C300048,北京合康新能科技股份有限公司,43008,Q3,2.2344,2.0379,1.5686,2.1921,6.9395,6.859
C300048,北京合康新能科技股份有限公司,43100,Q4,2.2508,2.725,1.3372,2.2985,3.367,2.9264
C300048,北京合康新能科技股份有限公司,43190,Q1,2.2111,0.2709,0.1933,0.2406,1.8534,2.1541
C300048,北京合康新能科技股份有限公司,43281,Q2,2.2288,0.6377,0.5527,0.8657,1.7664,1.7685
C300048,北京合康新能科技股份有限公司,43373,Q3,2.2144,0.8505,0.958,1.1847,1.6877,1.8026
C300048,北京合康新能科技股份有限公司,43465,Q4,1.9764,-10.6303,-4.7291,-7.363,-21.9339,-21.0105
C300048,北京合康新能科技股份有限公司,43555,Q1,1.9967,0.9432,0.7192,0.8658,11.7364,10.106
C300065,北京海兰信数据科技股份有限公司,40999,Q1,10.79,0.803,0.4229,0.4924,8.4693,4.867
C300065,北京海兰信数据科技股份有限公司,41090,Q2,5.68,1.5733,1.2759,1.3406,10.053,5.4508
C300065,北京海兰信数据科技股份有限公司,41182,Q3,5.68,1.56,1.1416,1.1541,7.8989,2.5374
C300065,北京海兰信数据科技股份有限公司,41274,Q4,5.466,-2.3112,-2.8501,-3.6941,-5.7546,-10.7803
C300065,北京海兰信数据科技股份有限公司,41364,Q1,5.4047,-1.1435,-1.3575,-1.6741,-17.1089,-22.625
C300065,北京海兰信数据科技股份有限公司,41455,Q2,5.4049,-1.1099,-1.0609,-1.3037,-4.5258,-9.4109
C300065,北京海兰信数据科技股份有限公司,41547,Q3,5.49,0.5368,0.0387,0.0484,1.2979,-2.927
C300065,北京海兰信数据科技股份有限公司,41639,Q4,5.5761,2.0254,2.503,2.5378,6.2097,0.4634
C300065,北京海兰信数据科技股份有限公司,41729,Q1,5.6264,0.8465,0.2964,0.3536,4.6323,-0.4463
C300065,北京海兰信数据科技股份有限公司,41820,Q2,2.7907,0.9703,0.4824,0.5882,2.9429,-1.1517
C300065,北京海兰信数据科技股份有限公司,41912,Q3,2.7896,0.93,0.5847,0.6573,2.0316,-1.8306
C300065,北京海兰信数据科技股份有限公司,42004,Q4,2.8493,3.0129,2.2743,2.6548,5.3129,-0.4385
C300065,北京海兰信数据科技股份有限公司,42094,Q1,2.8628,0.4707,0.1154,0.3006,2.3322,-8.5955
C300065,北京海兰信数据科技股份有限公司,42185,Q2,2.8809,2.1319,1.8779,2.0834,11.8635,3.2401
C300065,北京海兰信数据科技股份有限公司,42277,Q3,2.8937,2.4622,1.8833,2.2154,7.7432,0.7744
C300065,北京海兰信数据科技股份有限公司,42369,Q4,4.8954,2.9961,3.2955,3.8231,13.1383,4.9085
C300065,北京海兰信数据科技股份有限公司,42460,Q1,4.9265,0.964,1.5009,1.566,23.2122,12.7605
C300065,北京海兰信数据科技股份有限公司,42551,Q2,5.002,2.4843,2.9883,3.2674,22.1073,14.7141
C300065,北京海兰信数据科技股份有限公司,42643,Q3,5.1236,4.0646,4.9296,5.4741,21.5509,14.4809
C300065,北京海兰信数据科技股份有限公司,42735,Q4,5.2196,6.5023,7.814,8.4435,22.6056,14.8715
C300065,北京海兰信数据科技股份有限公司,42825,Q1,5.3206,1.5872,1.9055,2.1095,27.582,17.119
C300065,北京海兰信数据科技股份有限公司,42916,Q2,3.7529,3.5448,3.6709,4.7498,30.5444,20.7475
C300065,北京海兰信数据科技股份有限公司,43008,Q3,3.3073,6.1,6.2322,7.2547,31.321,21.4277
C300065,北京海兰信数据科技股份有限公司,43100,Q4,3.3712,8.4654,9.6622,11.4246,29.7054,23.5638
C300065,北京海兰信数据科技股份有限公司,43190,Q1,3.4263,2.3671,2.0542,2.6574,40.9031,31.5097
C300065,北京海兰信数据科技股份有限公司,43281,Q2,3.3078,4.9669,3.2146,4.3908,32.3994,25.9143
C300065,北京海兰信数据科技股份有限公司,43373,Q3,3.3746,7.0348,5.4964,7.244,34.0211,25.3072
C300065,北京海兰信数据科技股份有限公司,43465,Q4,4.2559,6.2356,6.6213,7.3898,27.5778,20.6722
C300065,北京海兰信数据科技股份有限公司,43555,Q1,4.3489,1.6877,1.6457,1.6051,25.463,20.6623
C300072,北京三聚环保新材料股份有限公司,40999,Q1,5.89,0.3681,0.9817,0.5682,4.9704,4.0801
C300072,北京三聚环保新材料股份有限公司,41090,Q2,3.02,4.4389,4.2529,3.9545,20.959,16.3972
C300072,北京三聚环保新材料股份有限公司,41182,Q3,3.14,8.2695,7.4208,7.2294,26.8109,19.827
C300072,北京三聚环保新材料股份有限公司,41274,Q4,3.3473,13.83,12.1995,11.8551,35.2325,20.9137
C300072,北京三聚环保新材料股份有限公司,41364,Q1,3.3727,0.76,1.2477,0.8917,8.778,7.4455
C300072,北京三聚环保新材料股份有限公司,41455,Q2,2.6782,5.2938,4.3738,4.6517,23.0339,18.1008
C300072,北京三聚环保新材料股份有限公司,41547,Q3,2.7785,8.715,6.9862,7.2923,26.7861,20.4662
C300072,北京三聚环保新材料股份有限公司,41639,Q4,2.9409,13.7541,10.7462,11.321,26.6577,20.027
