上市公司代码_Comcd,最新公司全称_Lcomnm,截止日期_Enddt,报表类型_Reporttype,每股净资产(元/股)_NAPS,净资产收益率(摊薄)(%)_ROE,资产报酬率(%)_ROAEBIT,投入资本回报率(%)_ROIC,成本费用利润率(%)_Totprfcostrt,营业利润率(%)_Opeprfrt
C002271,北京东方雨虹防水技术股份有限公司,2016/12/31,Q4,5.6357,20.6796,16.0056,19.7788,20.1997,15.6645
C002271,北京东方雨虹防水技术股份有限公司,2017/3/31,Q1,5.7854,1.5423,1.2166,1.4093,6.7875,5.1758
C002271,北京东方雨虹防水技术股份有限公司,2017/6/30,Q2,6.1547,9.088,5.9373,7.533,15.0857,12.9409
C002271,北京东方雨虹防水技术股份有限公司,2017/9/30,Q3,6.6562,13.926,9.5149,11.767,17.1449,14.4366
C002271,北京东方雨虹防水技术股份有限公司,2017/12/31,Q4,7.1434,18.4496,13.5604,16.7624,16.4367,13.913
C002271,北京东方雨虹防水技术股份有限公司,2018/3/31,Q1,7.2737,1.4475,1.0072,1.1263,6.6947,6.2438
C002271,北京东方雨虹防水技术股份有限公司,2018/6/30,Q2,4.5538,8.5392,5.0991,6.2532,14.598,12.6246
C002271,北京东方雨虹防水技术股份有限公司,2018/9/30,Q3,4.9073,14.3373,8.9964,11.2152,15.999,13.4232
C002271,北京东方雨虹防水技术股份有限公司,2018/12/31,Q4,5.0169,19.0896,10.886,13.1772,15.1871,12.9405
C002271,北京东方雨虹防水技术股份有限公司,2019/3/31,Q1,5.1181,1.5824,1.0773,1.3041,5.8962,5.3754
C002350,北京科锐配电自动化股份有限公司,2012/3/31,Q1,7.4596,0.6456,0.5856,0.5476,5.5011,4.9784
C002350,北京科锐配电自动化股份有限公司,2012/6/30,Q2,4.3319,3.3389,2.6877,2.9061,9.3605,8.2756
C002350,北京科锐配电自动化股份有限公司,2012/9/30,Q3,4.4175,5.1185,4.2537,4.6695,9.6274,8.2353
C002350,北京科锐配电自动化股份有限公司,2012/12/31,Q4,4.5763,8.024,6.721,7.617,9.9793,8.3827
C002350,北京科锐配电自动化股份有限公司,2013/3/31,Q1,4.5627,0.046,-0.0285,-0.0132,1.4261,0.1398
C002350,北京科锐配电自动化股份有限公司,2013/6/30,Q2,4.4767,1.8766,1.4477,1.562,6.4456,4.9765
C002350,北京科锐配电自动化股份有限公司,2013/9/30,Q3,4.5554,3.5095,2.7789,3.1114,7.358,6.1112
C002350,北京科锐配电自动化股份有限公司,2013/12/31,Q4,4.6668,6.0325,4.7005,5.4664,8.2707,6.8129
C002350,北京科锐配电自动化股份有限公司,2014/3/31,Q1,4.675,0.1769,0.1449,0.1341,1.649,0.2881
C002350,北京科锐配电自动化股份有限公司,2014/6/30,Q2,4.7093,2.1765,1.8194,2.0894,6.1324,4.9463
C002350,北京科锐配电自动化股份有限公司,2014/9/30,Q3,4.7969,3.964,3.2735,3.9803,6.3177,5.1831
C002350,北京科锐配电自动化股份有限公司,2014/12/31,Q4,4.9441,6.8226,5.5935,6.909,7.3249,6.2549
C002350,北京科锐配电自动化股份有限公司,2015/3/31,Q1,4.9512,0.1445,0.0065,0.0038,0.983,-2.0922
C002350,北京科锐配电自动化股份有限公司,2015/6/30,Q2,4.8508,1.1686,0.7814,0.9089,2.9694,0.7382
C002350,北京科锐配电自动化股份有限公司,2015/9/30,Q3,4.82,0.5372,0.4618,0.3467,1.0957,-0.3614
C002350,北京科锐配电自动化股份有限公司,2015/12/31,Q4,4.9902,3.9297,2.9188,3.7283,3.8875,2.2628
C002350,北京科锐配电自动化股份有限公司,2016/3/31,Q1,4.9953,0.1026,0.1372,-0.0597,0.7325,-0.409
C002350,北京科锐配电自动化股份有限公司,2016/6/30,Q2,5.0229,1.6459,1.373,1.5871,3.7265,2.7655
C002350,北京科锐配电自动化股份有限公司,2016/9/30,Q3,5.059,2.362,1.9115,2.3854,3.2694,2.1632
C002350,北京科锐配电自动化股份有限公司,2016/12/31,Q4,5.2962,6.6141,4.7894,6.9294,5.9119,4.4065
C002350,北京科锐配电自动化股份有限公司,2017/3/31,Q1,5.0566,-0.7276,-0.1633,-0.3341,-1.4787,-4.1321
C002350,北京科锐配电自动化股份有限公司,2017/6/30,Q2,2.9754,1.2029,1.0249,1.497,2.6283,2.1667
C002350,北京科锐配电自动化股份有限公司,2017/9/30,Q3,2.9747,1.2625,1.2567,1.9582,1.8525,1.3599
C002350,北京科锐配电自动化股份有限公司,2017/12/31,Q4,3.1452,5.9307,4.0502,6.3839,4.5604,4.177
C002350,北京科锐配电自动化股份有限公司,2018/3/31,Q1,3.2803,0.5128,0.4299,0.4673,2.9872,2.9081
C002350,北京科锐配电自动化股份有限公司,2018/6/30,Q2,3.5268,2.1472,1.6974,2.4417,4.693,4.3748
C002350,北京科锐配电自动化股份有限公司,2018/9/30,Q3,3.5272,3.8469,2.8515,4.2473,5.6305,4.9825
C002350,北京科锐配电自动化股份有限公司,2018/12/31,Q4,3.4901,5.8596,4.106,6.4448,5.3697,4.8047
C002350,北京科锐配电自动化股份有限公司,2019/3/31,Q1,3.5409,0.4028,0.3463,0.5101,2.3774,2.0938
C002362,汉王科技股份有限公司,2012/3/31,Q1,4.23,-2.1615,-1.5791,-1.9182,-14.365,-20.1748
C002362,汉王科技股份有限公司,2012/6/30,Q2,4.23,-2.0506,-1.3699,-1.9375,-6.388,-20.4559
C002362,汉王科技股份有限公司,2012/9/30,Q3,4.14,-4.31,-2.9653,-4.1196,-8.0448,-21.2995
C002362,汉王科技股份有限公司,2012/12/31,Q4,4.3658,1.2332,2.9233,1.0981,7.2046,-3.3541
C002362,汉王科技股份有限公司,2013/3/31,Q1,4.3001,-1.5282,-1.4468,-1.7362,-14.746,-21.2224
C002362,汉王科技股份有限公司,2013/6/30,Q2,4.2076,-3.759,-3.2742,-3.9683,-18.4849,-27.273
C002362,汉王科技股份有限公司,2013/9/30,Q3,4.0687,-7.302,-6.2976,-7.3081,-24.4849,-40.1386
C002362,汉王科技股份有限公司,2013/12/31,Q4,3.3552,-30.1203,-22.771,-26.6687,-55.3397,-73.1003
C002362,汉王科技股份有限公司,2014/3/31,Q1,3.3635,0.246,0.1304,0.1523,1.7577,0.1573
C002362,汉王科技股份有限公司,2014/6/30,Q2,3.3692,0.4147,0.1339,0.156,1.4786,-3.2647
C002362,汉王科技股份有限公司,2014/9/30,Q3,3.3782,0.6801,0.2919,0.3392,1.6982,-2.1753
C002362,汉王科技股份有限公司,2014/12/31,Q4,3.4188,1.4554,0.9704,1.1293,2.899,-1.7489
C002362,汉王科技股份有限公司,2015/3/31,Q1,3.4216,-0.2916,-0.2833,-0.3443,-1.8424,-4.7626
C002362,汉王科技股份有限公司,2015/6/30,Q2,3.434,0.0695,0.1004,0.0922,0.675,-3.5419
C002362,汉王科技股份有限公司,2015/9/30,Q3,3.4255,-0.1783,-0.2182,-0.4151,-0.2134,-4.0617
C002362,汉王科技股份有限公司,2015/12/31,Q4,3.4647,0.6501,1.3185,0.6414,3.163,-1.9264
C002362,汉王科技股份有限公司,2016/3/31,Q1,3.4812,0.4758,0.5783,0.5982,5.812,2.8745
C002362,汉王科技股份有限公司,2016/6/30,Q2,3.5025,1.0805,1.084,1.1323,5.469,1.749
C002362,汉王科技股份有限公司,2016/9/30,Q3,3.5393,1.977,1.8351,2.0013,6.1783,2.5166
C002362,汉王科技股份有限公司,2016/12/31,Q4,3.5843,2.778,3.0425,3.186,6.9627,3.0187
C002362,汉王科技股份有限公司,2017/3/31,Q1,3.7631,1.102,1.0382,1.1883,9.3279,5.8383
C002362,汉王科技股份有限公司,2017/6/30,Q2,3.8234,2.4277,2.2962,2.6534,9.4108,6.8703
C002362,汉王科技股份有限公司,2017/9/30,Q3,3.8927,3.9349,3.8251,4.5294,9.853,5.4126
C002362,汉王科技股份有限公司,2017/12/31,Q4,3.7785,5.273,5.3234,5.992,9.4847,8.3273
C002362,汉王科技股份有限公司,2018/3/31,Q1,3.9163,1.1121,1.034,1.1839,7.3991,6.8013
C002362,汉王科技股份有限公司,2018/6/30,Q2,3.9802,2.3804,1.9903,2.2401,7.6046,6.8608
C002362,汉王科技股份有限公司,2018/9/30,Q3,3.9805,3.1058,2.4544,2.8661,7.49,5.6783
C002362,汉王科技股份有限公司,2018/12/31,Q4,3.9334,1.8584,1.6388,1.824,3.0131,2.4578
C002362,汉王科技股份有限公司,2019/3/31,Q1,3.9843,-0.9453,-0.7568,-1.0203,-6.7499,-6.2369
C002371,北方华创科技集团股份有限公司,2012/3/31,Q1,6.71,2.611,1.4008,2.6365,17.0621,13.7954
C002371,北方华创科技集团股份有限公司,2012/6/30,Q2,7.03,7.06,3.6664,6.9986,23.1066,17.8997
C002371,北方华创科技集团股份有限公司,2012/9/30,Q3,9.67,6.182,4.6732,7.7777,26.0273,19.2897
C002371,北方华创科技集团股份有限公司,2012/12/31,Q4,9.8734,8.1188,6.2265,10.8646,24.3189,18.3734
C002371,北方华创科技集团股份有限公司,2013/3/31,Q1,9.9537,0.8072,0.5893,0.9474,12.0406,8.3981
C002371,北方华创科技集团股份有限公司,2013/6/30,Q2,5.0423,3.0852,2.2539,3.4779,23.8453,15.8264
C002371,北方华创科技集团股份有限公司,2013/9/30,Q3,5.1121,4.4082,3.3557,5.2103,25.3835,17.4892
C002371,北方华创科技集团股份有限公司,2013/12/31,Q4,5.1795,5.6513,4.3651,6.8299,22.4228,15.9919
C002371,北方华创科技集团股份有限公司,2014/3/31,Q1,5.1845,0.0975,0.2402,0.3336,4.7111,0.5288
C002371,北方华创科技集团股份有限公司,2014/6/30,Q2,5.1365,1.1093,1.2199,1.9098,12.8678,7.903
C002371,北方华创科技集团股份有限公司,2014/9/30,Q3,5.1814,1.9669,2.045,3.2429,14.7249,9.5996
C002371,北方华创科技集团股份有限公司,2014/12/31,Q4,5.1984,2.287,2.8785,4.0626,11.6194,5.8757
C002371,北方华创科技集团股份有限公司,2015/3/31,Q1,5.2043,0.1143,0.3237,0.4361,8.2153,-1.3253
C002371,北方华创科技集团股份有限公司,2015/6/30,Q2,5.2553,1.0821,1.1355,1.8006,13.6411,5.3575
C002371,北方华创科技集团股份有限公司,2015/9/30,Q3,5.3102,2.1083,2.095,3.3187,15.8404,8.3416
C002371,北方华创科技集团股份有限公司,2015/12/31,Q4,5.3079,2.0673,2.7241,4.065,12.4169,5.2856
C002371,北方华创科技集团股份有限公司,2016/3/31,Q1,5.3097,0.0332,0.3221,0.3402,5.9084,-5.2571
C002371,北方华创科技集团股份有限公司,2016/6/30,Q2,5.3366,1.1025,1.2106,1.6624,9.9307,-1.4233
C002371,北方华创科技集团股份有限公司,2016/9/30,Q3,6.8644,1.9967,2.3055,3.3694,8.6662,-30.3548
C002371,北方华创科技集团股份有限公司,2016/12/31,Q4,6.9692,2.9105,3.3479,5.0265,8.6323,-27.1766
C002371,北方华创科技集团股份有限公司,2017/3/31,Q1,6.9733,0.0502,0.286,0.2943,2.3536,-23.4649
C002371,北方华创科技集团股份有限公司,2017/6/30,Q2,7.0624,1.632,1.5096,2.1701,7.5999,8.6621
C002371,北方华创科技集团股份有限公司,2017/9/30,Q3,7.1224,2.4605,2.2651,3.1893,8.3471,8.779
C002371,北方华创科技集团股份有限公司,2017/12/31,Q4,7.222,3.7975,3.1609,4.7468,8.734,8.83
C002371,北方华创科技集团股份有限公司,2018/3/31,Q1,7.2491,0.4626,0.5178,0.5762,6.0697,5.8774
C002371,北方华创科技集团股份有限公司,2018/6/30,Q2,7.4515,3.487,2.2393,3.4958,13.4494,11.9445
C002371,北方华创科技集团股份有限公司,2018/9/30,Q3,7.5613,4.8698,3.0784,4.999,13.9178,11.6124
C002371,北方华创科技集团股份有限公司,2018/12/31,Q4,7.746,6.5871,4.3939,7.1765,12.4688,10.0538
C002371,北方华创科技集团股份有限公司,2019/3/31,Q1,7.7858,0.5584,0.5152,0.7967,6.4506,5.2505
C002383,北京合众思壮科技股份有限公司,2012/3/31,Q1,10.14,-1.175,-1.0786,-1.2211,-23.7497,-33.3468
C002383,北京合众思壮科技股份有限公司,2012/6/30,Q2,7.63,-1.57,-1.2183,-1.5423,-10.9191,-15.3115
C002383,北京合众思壮科技股份有限公司,2012/9/30,Q3,7.61,-1.9413,-1.3267,-1.8176,-7.2414,-11.9073
C002383,北京合众思壮科技股份有限公司,2012/12/31,Q4,7.4574,-3.9491,-4.7351,-4.723,-13.8299,-18.6741
C002383,北京合众思壮科技股份有限公司,2013/3/31,Q1,7.3464,-1.516,-1.4713,-1.659,-26.1378,-45.0171
C002383,北京合众思壮科技股份有限公司,2013/6/30,Q2,7.2791,-2.4294,-2.0299,-2.344,-15.1056,-27.3883
C002383,北京合众思壮科技股份有限公司,2013/9/30,Q3,7.3155,-3.2325,-2.2182,-2.9025,-8.6518,-13.9515
C002383,北京合众思壮科技股份有限公司,2013/12/31,Q4,7.4844,0.6996,1.5652,0.838,3.9468,-0.4168
C002383,北京合众思壮科技股份有限公司,2014/3/31,Q1,7.3373,-1.6299,-1.1374,-1.4384,-19.0464,-30.1141
C002383,北京合众思壮科技股份有限公司,2014/6/30,Q2,7.3165,-2.503,-1.9436,-2.4476,-14.5225,-25.105
C002383,北京合众思壮科技股份有限公司,2014/9/30,Q3,7.2122,-3.2288,-2.5831,-3.2151,-12.1939,-21.442
C002383,北京合众思壮科技股份有限公司,2014/12/31,Q4,7.6018,2.8149,3.0056,2.4987,9.1282,4.0826
C002383,北京合众思壮科技股份有限公司,2015/3/31,Q1,7.5488,-0.9288,-0.7226,-0.8266,-12.3999,-24.1912
C002383,北京合众思壮科技股份有限公司,2015/6/30,Q2,8.764,0.2152,0.3191,0.2678,1.5793,-3.1311
C002383,北京合众思壮科技股份有限公司,2015/9/30,Q3,8.8032,0.5214,0.701,0.6568,2.4404,-1.2397
C002383,北京合众思壮科技股份有限公司,2015/12/31,Q4,9.0748,3.3828,3.5187,3.7696,9.7202,5.124
C002383,北京合众思壮科技股份有限公司,2016/3/31,Q1,8.9966,-0.9374,-0.4973,-0.6398,-11.8937,-17.1798
C002383,北京合众思壮科技股份有限公司,2016/6/30,Q2,9.2451,0.1881,0.4761,0.5632,0.549,-2.3252
C002383,北京合众思壮科技股份有限公司,2016/9/30,Q3,14.0811,0.3306,0.8358,0.8972,2.2342,-0.4739
C002383,北京合众思壮科技股份有限公司,2016/12/31,Q4,14.3522,2.7499,3.6883,3.6478,10.8325,8.145
C002383,北京合众思壮科技股份有限公司,2017/3/31,Q1,14.3721,0.1441,0.306,0.2,2.5278,0.3012
C002383,北京合众思壮科技股份有限公司,2017/6/30,Q2,4.7815,1.4345,1.0596,1.3905,7.2997,4.8361
C002383,北京合众思壮科技股份有限公司,2017/9/30,Q3,4.8098,2.0193,1.6056,1.9428,7.9656,5.0377
C002383,北京合众思壮科技股份有限公司,2017/12/31,Q4,4.9765,6.5443,4.9024,5.9058,13.1528,11.4788
C002383,北京合众思壮科技股份有限公司,2018/3/31,Q1,5.0494,1.4337,1.0941,1.4105,6.6731,6.3786
C002383,北京合众思壮科技股份有限公司,2018/6/30,Q2,5.1779,4.686,2.6868,4.0126,7.2814,6.9504
C002383,北京合众思壮科技股份有限公司,2018/9/30,Q3,5.3162,6.634,4.0145,6.5743,6.9146,6.3344
C002383,北京合众思壮科技股份有限公司,2018/12/31,Q4,5.1888,4.9517,3.5798,5.6453,8.9981,7.8736
C002383,北京合众思壮科技股份有限公司,2019/3/31,Q1,5.1598,-0.7332,0.1322,0.1878,-10.7926,-10.9924
C002385,北京大北农科技集团股份有限公司,2012/3/31,Q1,9.15,4.8781,4.5685,5.2843,11.8944,10.4681
C002385,北京大北农科技集团股份有限公司,41090,Q2,4.6,8.4516,7.5812,8.5003,9.4337,8.3173
C002385,北京大北农科技集团股份有限公司,41182,Q3,4.76,11.334,10.0269,11.3734,7.7699,6.9577
C002385,北京大北农科技集团股份有限公司,41274,Q4,5.0717,16.6058,15.4864,17.9353,8.5674,7.5819
C002385,北京大北农科技集团股份有限公司,41364,Q1,5.3272,4.6228,4.0942,4.7816,9.1805,8.1088
C002385,北京大北农科技集团股份有限公司,41455,Q2,2.6702,7.4665,6.2992,7.313,6.384,5.7116
C002385,北京大北农科技集团股份有限公司,41547,Q3,2.7966,9.8786,8.2707,9.5754,5.079,4.5983
C002385,北京大北农科技集团股份有限公司,41639,Q4,3.073,15.2815,14.0673,15.9889,6.1841,5.5764
C002385,北京大北农科技集团股份有限公司,41729,Q1,3.1759,3.0705,2.6203,2.9992,5.3743,4.6974
C002385,北京大北农科技集团股份有限公司,41820,Q2,3.1568,5.5055,4.3296,4.9542,4.4447,3.7746
C002385,北京大北农科技集团股份有限公司,41912,Q3,3.2927,8.1243,6.4687,7.1915,4.1712,3.6643
C002385,北京大北农科技集团股份有限公司,42004,Q4,3.5349,13.5194,11.3178,13.5831,5.5467,4.9451
C002385,北京大北农科技集团股份有限公司,42094,Q1,3.5965,1.6988,1.4444,1.7414,3.6239,2.7177
C002385,北京大北农科技集团股份有限公司,42185,Q2,2.3726,3.48,2.842,3.3078,3.4182,2.7466
C002385,北京大北农科技集团股份有限公司,42277,Q3,2.447,6.449,4.8184,5.9364,4.0484,3.4601
C002385,北京大北农科技集团股份有限公司,42369,Q4,3.1528,8.1859,8.0093,9.4455,5.6212,4.8129
C002385,北京大北农科技集团股份有限公司,42460,Q1,3.2036,1.5705,1.4692,1.6635,5.6684,5.1422
C002385,北京大北农科技集团股份有限公司,42551,Q2,2.1432,4.1876,3.7227,4.224,6.8179,6.0932
C002385,北京大北农科技集团股份有限公司,42643,Q3,2.1853,6.6412,5.7491,6.7341,6.5924,5.8749
C002385,北京大北农科技集团股份有限公司,42735,Q4,2.2559,9.5417,8.4384,10.2309,7.0862,6.1135
C002385,北京大北农科技集团股份有限公司,42825,Q1,2.2657,2.0691,1.8535,2.2476,6.9024,6.2771
C002385,北京大北农科技集团股份有限公司,42916,Q2,2.2871,5.5944,4.545,5.4596,8.2519,7.7129
C002385,北京大北农科技集团股份有限公司,43008,Q3,2.3661,8.6522,7.0475,8.5757,8.2756,7.7295
C002385,北京大北农科技集团股份有限公司,43100,Q4,2.4078,12.384,9.9172,12.5516,9.0158,8.4145
C002385,北京大北农科技集团股份有限公司,43190,Q1,2.4562,1.7355,1.4044,1.8944,5.2168,5.0037
C002385,北京大北农科技集团股份有限公司,43281,Q2,2.3422,1.0464,1.3081,1.1083,1.6891,1.7138
C002385,北京大北农科技集团股份有限公司,43373,Q3,2.3653,4.3901,3.7423,4.2989,3.9972,3.8965
C002385,北京大北农科技集团股份有限公司,43465,Q4,2.3047,5.1837,4.7434,5.0646,3.5589,3.2678
C002385,北京大北农科技集团股份有限公司,43555,Q1,2.3014,-0.3978,0.1638,0.4335,-0.693,-0.8306
C002392,北京利尔高温材料股份有限公司,40999,Q1,3.56,1.5689,1.264,1.3032,16.2106,13.6502
C002392,北京利尔高温材料股份有限公司,41090,Q2,3.57,3.141,2.467,2.5698,15.7345,13.1856
C002392,北京利尔高温材料股份有限公司,41182,Q3,3.63,4.7548,3.8628,3.9973,15.637,13.1452
C002392,北京利尔高温材料股份有限公司,41274,Q4,3.6615,5.6599,4.3829,4.6186,13.6301,11.4877
C002392,北京利尔高温材料股份有限公司,41364,Q1,3.7351,1.9702,1.6769,1.7371,19.6981,16.0575
C002392,北京利尔高温材料股份有限公司,41455,Q2,3.7568,3.8911,3.2699,3.4229,18.5554,15.0945
C002392,北京利尔高温材料股份有限公司,41547,Q3,4.5288,4.8084,4.5918,4.7791,18.3024,14.8296
C002392,北京利尔高温材料股份有限公司,41639,Q4,4.6005,6.2705,6.5156,6.8077,16.1554,13.0708
C002392,北京利尔高温材料股份有限公司,41729,Q1,4.7017,2.1435,1.9604,2.1362,20.2416,16.7173
C002392,北京利尔高温材料股份有限公司,41820,Q2,4.7523,4.22,3.9092,4.2386,18.4832,15.3261
C002392,北京利尔高温材料股份有限公司,41912,Q3,4.881,6.724,6.2404,6.8215,19.2609,15.7297
C002392,北京利尔高温材料股份有限公司,42004,Q4,4.8919,6.9202,6.6185,7.0206,15.0482,12.0455
C002392,北京利尔高温材料股份有限公司,42094,Q1,4.9755,1.6802,1.3367,1.6333,14.3608,11.4538
C002392,北京利尔高温材料股份有限公司,42185,Q2,2.502,3.2348,2.6719,3.1816,13.0993,10.7942
C002392,北京利尔高温材料股份有限公司,42277,Q3,2.5412,4.7243,3.9686,4.5779,13.6,11.3976
C002392,北京利尔高温材料股份有限公司,42369,Q4,2.3825,-1.6227,-0.4544,-0.9151,-1.8968,-1.5453
C002392,北京利尔高温材料股份有限公司,42460,Q1,2.407,1.0193,0.7688,1.0085,8.237,7.0904
C002392,北京利尔高温材料股份有限公司,42551,Q2,2.4514,2.81,2.228,2.6789,11.3447,9.6126
C002392,北京利尔高温材料股份有限公司,42643,Q3,2.4997,4.6953,4.0109,4.7017,13.3742,11.1324
C002392,北京利尔高温材料股份有限公司,42735,Q4,2.5097,4.9093,4.4659,4.913,11.7481,9.9576
C002392,北京利尔高温材料股份有限公司,42825,Q1,2.5404,1.3204,1.1185,1.3073,11.0625,9.5348
C002392,北京利尔高温材料股份有限公司,42916,Q2,2.5572,2.7553,2.2922,2.7496,9.982,8.222
C002392,北京利尔高温材料股份有限公司,43008,Q3,2.6,3.7049,3.2923,3.8782,9.5949,7.9247
C002392,北京利尔高温材料股份有限公司,43100,Q4,2.6448,5.1655,4.4917,5.2827,9.7668,8.162
C002392,北京利尔高温材料股份有限公司,43190,Q1,2.6867,1.8346,1.6051,1.7743,11.4327,9.7979
C002392,北京利尔高温材料股份有限公司,43281,Q2,2.774,5.4274,4.2254,4.838,16.3563,13.1609
C002392,北京利尔高温材料股份有限公司,43373,Q3,2.811,7.1336,6.1985,7.0417,14.9175,11.3102
C002392,北京利尔高温材料股份有限公司,43465,Q4,2.8894,9.6832,8.3175,9.4242,15.755,13.3846
C002392,北京利尔高温材料股份有限公司,43555,Q1,2.9435,2.2768,1.9744,2.3001,15.8275,12.4519
C002599,北京盛通印刷股份有限公司,40999,Q1,4.28,1.2695,1.1364,1.1652,9.0912,8.3051
C002599,北京盛通印刷股份有限公司,41090,Q2,4.18,2.71,2.3263,2.4648,8.9881,8.0591
C002599,北京盛通印刷股份有限公司,41182,Q3,4.24,4.2164,3.6698,3.9173,9.0507,8.1598
C002599,北京盛通印刷股份有限公司,41274,Q4,4.3005,5.4908,4.5284,4.9253,8.7178,7.2598
C002599,北京盛通印刷股份有限公司,41364,Q1,4.3364,0.8122,0.7372,0.7875,5.4895,4.6243
C002599,北京盛通印刷股份有限公司,41455,Q2,4.3732,2.3471,1.8902,2.0728,7.2552,6.5942
C002599,北京盛通印刷股份有限公司,41547,Q3,4.3812,2.4685,2.2108,2.3044,5.1806,4.9244
C002599,北京盛通印刷股份有限公司,41639,Q4,4.4153,3.2782,2.5291,3.0365,4.5148,3.7848
C002599,北京盛通印刷股份有限公司,41729,Q1,4.4339,0.4201,0.3837,0.4256,2.2105,1.8737
C002599,北京盛通印刷股份有限公司,41820,Q2,4.4668,1.825,1.4016,1.6787,4.4028,3.5624
C002599,北京盛通印刷股份有限公司,41912,Q3,4.4856,2.2363,1.655,2.2152,3.1666,2.5898
C002599,北京盛通印刷股份有限公司,42004,Q4,4.4717,1.9316,1.591,2.1556,2.0048,1.5164
C002599,北京盛通印刷股份有限公司,42094,Q1,4.4481,0.145,0.2871,0.3645,0.6468,-0.8448
C002599,北京盛通印刷股份有限公司,42185,Q2,4.5357,2.0731,1.4262,2.1889,3.8091,1.1811
C002599,北京盛通印刷股份有限公司,42277,Q3,4.5588,2.5691,2.006,3.0003,3.1345,1.0369
C002599,北京盛通印刷股份有限公司,42369,Q4,4.8086,3.0069,2.6336,3.445,3.2653,1.3046
C002599,北京盛通印刷股份有限公司,42460,Q1,4.8025,0.2813,0.3041,0.4034,1.2719,-0.0223
C002599,北京盛通印刷股份有限公司,42551,Q2,4.9042,2.1376,1.8258,2.0639,5.5282,2.4099
C002599,北京盛通印刷股份有限公司,42643,Q3,4.9568,2.9682,2.6403,3.0526,4.5907,2.1915
C002599,北京盛通印刷股份有限公司,42735,Q4,5.0904,5.3113,3.6207,4.8465,5.4668,3.1908
C002599,北京盛通印刷股份有限公司,42825,Q1,8.6368,0.1883,0.2926,0.271,1.8669,-0.1395
C002599,北京盛通印刷股份有限公司,42916,Q2,4.444,2.0972,2.0498,2.6312,7.1271,4.4631
C002599,北京盛通印刷股份有限公司,43008,Q3,4.5161,3.4991,3.3598,4.3874,6.9271,5.1431
C002599,北京盛通印刷股份有限公司,43100,Q4,4.7431,6.0219,5.8961,7.6627,8.5,7.091
C002599,北京盛通印刷股份有限公司,43190,Q1,4.8119,0.6518,0.5462,0.5945,3.5733,3.4565
C002599,北京盛通印刷股份有限公司,43281,Q2,4.8498,3.2017,2.5222,3.208,7.5133,6.1143
C002599,北京盛通印刷股份有限公司,43373,Q3,4.8238,4.6156,3.8251,4.845,6.7836,5.665
C002599,北京盛通印刷股份有限公司,43465,Q4,4.8299,7.9171,6.5639,8.1348,8.7136,7.6426
C002599,北京盛通印刷股份有限公司,43555,Q1,4.8573,0.7424,0.6826,0.7869,3.8569,3.5276
C002612,朗姿股份有限公司,40999,Q1,11.08,3.5398,3.3938,3.1325,44.4426,30.683
C002612,朗姿股份有限公司,41090,Q2,10.81,6.59,6.1895,5.7038,46.9734,30.3023
C002612,朗姿股份有限公司,41182,Q3,11.15,9.3185,8.8448,8.1838,49.1365,31.6537
C002612,朗姿股份有限公司,41274,Q4,11.4043,10.1405,9.3581,8.8224,34.2073,24.252
C002612,朗姿股份有限公司,41364,Q1,11.8322,3.6295,3.8086,3.3505,43.6541,29.16
C002612,朗姿股份有限公司,41455,Q2,11.5968,6.4305,6.8654,5.8147,40.955,28.2473
C002612,朗姿股份有限公司,41547,Q3,11.5612,9.1502,8.7372,8.1914,35.4644,24.4094
C002612,朗姿股份有限公司,41639,Q4,11.6733,10.0116,10.14,9.1133,27.1197,19.9877
C002612,朗姿股份有限公司,41729,Q1,11.9826,2.5788,3.0225,2.5833,28.4549,18.4702
C002612,朗姿股份有限公司,41820,Q2,11.5623,4.2025,4.7629,4.1574,23.5704,16.7815
C002612,朗姿股份有限公司,41912,Q3,11.114,3.9619,4.2621,3.8017,14.1897,10.5992
C002612,朗姿股份有限公司,42004,Q4,11.2792,5.3738,5.806,4.783,14.6686,11.4339
C002612,朗姿股份有限公司,42094,Q1,11.4548,1.5765,1.5301,1.4722,13.9084,12.1205
C002612,朗姿股份有限公司,42185,Q2,11.4708,1.8859,1.9171,1.886,9.2225,8.6098
C002612,朗姿股份有限公司,42277,Q3,11.492,2.089,2.4571,2.7333,6.1212,5.6625
C002612,朗姿股份有限公司,42369,Q4,11.6252,3.2024,3.2911,3.3552,7.059,6.3367
C002612,朗姿股份有限公司,42460,Q1,11.7597,1.1507,0.8999,0.9596,10.5191,9.5444
C002612,朗姿股份有限公司,42551,Q2,5.7878,1.6587,1.3375,1.4979,7.5341,7.4155
C002612,朗姿股份有限公司,42643,Q3,6.0143,3.4267,2.6839,3.4142,11.2303,7.808
C002612,朗姿股份有限公司,42735,Q4,6.1599,6.6566,5.4964,6.6478,14.5351,10.2777
C002612,朗姿股份有限公司,42825,Q1,6.3078,1.3923,0.8711,1.2118,6.0795,6.0072
C002612,朗姿股份有限公司,42916,Q2,6.3218,2.1465,1.1735,1.5578,4.6872,4.7135
C002612,朗姿股份有限公司,43008,Q3,6.4123,3.9866,2.6507,3.8685,6.4217,5.7864
C002612,朗姿股份有限公司,43100,Q4,6.6933,7.0059,4.8778,6.5384,10.0494,9.5137
C002612,朗姿股份有限公司,43190,Q1,6.8783,2.1928,1.5203,2.2748,11.1884,11.6696
